Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Revenue,DeliveryDays,ShippingBuckets
01-08-2025,Central,Chair,4,353.7,Store A,Wholesale,0,Frank,1414.8,Credit Card,FREESHIP,0,REG100369,Cust 9354,41.98,01-08-2025,01-12-2025,Cameron,1414.8,4,High
3/30/2023,North,Monitor,19,156.44,Store C,Wholesale,0.1,Alice,2675.124,Online,WINTER15,0,REG100371,Cust 2252,19.44,3/30/2023,04-04-2023,Ryan,2675.124,5,Lower Medium
02-01-2023,Central,Phone,7,241.76,Store D,Wholesale,0,Carlos,1692.32,Online,SAVE10,0,REG100372,Cust 1031,48.13,02-01-2023,02-09-2023,Cameron,1692.32,8,High
4/18/2025,North,Laptop,20,170.49,Store A,Wholesale,0,Diana,3409.8,Online,FREESHIP,0,REG100373,Cust 6086,19.74,4/18/2025,4/27/2025,Ryan,3409.8,9,Lower Medium
4/25/2024,East,Tablet,1,173.56,Store D,Retail,0.1,Eva,156.204,Debit Card,FREESHIP,0,REG100375,Cust 9313,39.1,4/25/2024,4/28/2024,Eric,156.204,3,Upper Medium
9/22/2024,South,Monitor,7,349.55,Store A,Retail,0.05,Carlos,2324.5075,Credit Card,FREESHIP,0,REG100376,Cust 4405,23.7,9/22/2024,9/27/2024,Sophie,2324.5075,5,Medium
08-05-2023,Central,Tablet,9,245.14,Store B,Wholesale,0,Alice,2206.26,Online,SAVE10,1,REG100377,Cust 6453,44.6,08-05-2023,8/14/2023,Cameron,0,9,High
06-07-2024,South,Desk,1,423.08,Store B,Wholesale,0.05,Bob,401.926,Gift Card,WINTER15,0,REG100378,Cust 4772,31.75,06-07-2024,06-11-2024,Sophie,401.926,4,Upper Medium
5/24/2025,East,Phone,19,337.82,Store B,Wholesale,0.15,Alice,5455.793,Online,FREESHIP,0,REG100379,Cust 1762,45.74,5/24/2025,5/30/2025,Eric,5455.793,6,High
7/18/2024,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,7/18/2024,7/25/2024,Sophie,2147.355,7,Low
7/14/2024,West,Tablet,3,87.02,Store B,Wholesale,0.1,Frank,234.954,Cash,WINTER15,0,REG100381,Cust 9552,11.13,7/14/2024,7/16/2024,Wendy,234.954,2,Lower Medium
4/14/2023,Central,Tablet,11,6.72,Store D,Wholesale,0.05,Bob,70.224,Cash,SAVE10,0,REG100382,Cust 4273,34.27,4/14/2023,4/19/2023,Cameron,70.224,5,Upper Medium
06-01-2023,South,Printer,2,279.38,Store D,Retail,0.1,Carlos,502.884,Online,FREESHIP,0,REG100383,Cust 8712,22.95,06-01-2023,06-06-2023,Sophie,502.884,5,Medium
4/17/2025,Central,Phone,9,207.8,Store D,Retail,0.1,Alice,1683.18,Online,WINTER15,0,REG100384,Cust 9048,16.99,4/17/2025,4/20/2025,Cameron,1683.18,3,Lower Medium
3/31/2025,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.29,Cash,SAVE10,0,REG100385,Cust 7714,10.22,3/31/2025,04-09-2025,Eric,7294.29,9,Lower Medium
7/15/2024,East,Printer,10,325.97,Store D,Retail,0,Bob,3259.7,Cash,FREESHIP,1,REG100386,Cust 4770,49.95,7/15/2024,7/22/2024,Eric,0,7,High
8/30/2024,South,Laptop,17,469.32,Store B,Retail,0,Carlos,7978.44,Gift Card,WINTER15,1,REG100387,Cust 2007,5.86,8/30/2024,09-01-2024,Sophie,0,2,Low
01-07-2025,Central,Phone,13,186.69,Store D,Wholesale,0,Bob,2426.97,Cash,FREESHIP,0,REG100388,Cust 8909,19.92,01-07-2025,01-10-2025,Cameron,2426.97,3,Lower Medium
04-01-2024,North,Printer,18,155.04,Store B,Wholesale,0.15,Frank,2372.112,Cash,WINTER15,0,REG100390,Cust 4189,39.99,04-01-2024,04-04-2024,Ryan,2372.112,3,Upper Medium
03-01-2025,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,SAVE10,0,REG100391,Cust 7226,17.68,03-01-2025,03-09-2025,Wendy,264.48,8,Lower Medium
07-03-2023,Central,Monitor,13,55.09,Store A,Wholesale,0.15,Diana,608.7445,Cash,FREESHIP,1,REG100392,Cust 5015,47.78,07-03-2023,07-06-2023,Cameron,0,3,High
4/25/2023,Central,Laptop,13,206.11,Store B,Retail,0.15,Bob,2277.5155,Gift Card,SAVE10,1,REG100393,Cust 9904,22.59,4/25/2023,05-01-2023,Cameron,0,6,Medium
04-09-2025,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.254,Debit Card,SAVE10,0,REG100394,Cust 7687,29.24,04-09-2025,4/19/2025,Wendy,6442.254,10,Medium
11-05-2023,North,Monitor,6,449.57,Store D,Wholesale,0,Frank,2697.42,Gift Card,WINTER15,0,REG100395,Cust 6511,23.09,11-05-2023,11-12-2023,Ryan,2697.42,7,Medium
5/20/2023,South,Monitor,13,90.86,Store A,Wholesale,0,Carlos,1181.18,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,5/20/2023,5/25/2023,Sophie,1181.18,5,Lower Medium
6/18/2025,East,Desk,4,109.05,Store D,Wholesale,0,Diana,436.2,Gift Card,WINTER15,0,REG100399,Cust 4019,21.02,6/18/2025,6/24/2025,Eric,436.2,6,Medium
2/23/2023,West,Tablet,12,245.6,Store D,Retail,0,Bob,2947.2,Cash,FREESHIP,1,REG100400,Cust 4515,43.92,2/23/2023,2/27/2023,Wendy,0,4,High
7/25/2024,South,Tablet,3,417.58,Store D,Retail,0.05,Frank,1190.103,Gift Card,SAVE10,0,REG100402,Cust 8756,43.42,7/25/2024,7/31/2024,Sophie,1190.103,6,High
8/19/2023,West,Laptop,15,432.17,Store D,Wholesale,0.15,Frank,5510.1675,Debit Card,WINTER15,0,REG100403,Cust 7620,44.88,8/19/2023,8/23/2023,Wendy,5510.1675,4,High
11/13/2023,South,Monitor,13,531.77,Store C,Retail,0.1,Bob,6221.709,Online,SAVE10,0,REG100404,Cust 7368,37.91,11/13/2023,11/15/2023,Sophie,6221.709,2,Upper Medium
09-10-2024,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,09-10-2024,9/18/2024,Wendy,5470.9265,8,Upper Medium
11-10-2024,East,Tablet,15,469.52,Store C,Wholesale,0,Alice,7042.8,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,11-10-2024,11/17/2024,Eric,7042.8,7,Upper Medium
4/13/2023,East,Printer,1,396.09,Store D,Wholesale,0.15,Frank,336.6765,Credit Card,WINTER15,0,REG100408,Cust 8592,39.38,4/13/2023,4/19/2023,Eric,336.6765,6,Upper Medium
11/20/2023,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash,SAVE10,0,REG100409,Cust 2337,37.09,11/20/2023,11/27/2023,Eric,2231.322,7,Upper Medium
4/14/2025,North,Printer,5,412.24,Store B,Wholesale,0.15,Carlos,1752.02,Cash,FREESHIP,0,REG100410,Cust 9697,29.31,4/14/2025,4/19/2025,Ryan,1752.02,5,Medium
03-04-2023,Central,Monitor,11,558.5,Store B,Retail,0.15,Carlos,5221.975,Cash,WINTER15,0,REG100411,Cust 5895,48.15,03-04-2023,03-09-2023,Cameron,5221.975,5,High
11/16/2024,North,Laptop,4,175.34,Store C,Retail,0.15,Eva,596.156,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,11/16/2024,11/19/2024,Ryan,596.156,3,High
5/25/2024,South,Laptop,19,478.73,Store A,Retail,0,Frank,9095.87,Debit Card,WINTER15,1,REG100413,Cust 5938,46.46,5/25/2024,06-02-2024,Sophie,0,8,High
04-12-2023,East,Desk,5,365.38,Store D,Wholesale,0.15,Alice,1552.865,Debit Card,SAVE10,1,REG100414,Cust 6928,5.66,04-12-2023,4/15/2023,Eric,0,3,Low
01-05-2024,Central,Chair,17,241.01,Store A,Retail,0.1,Bob,3687.453,Debit Card,WINTER15,0,REG100416,Cust 7614,24.69,01-05-2024,01-11-2024,Cameron,3687.453,6,Medium
10/31/2024,West,Desk,17,82.2,Store C,Wholesale,0,Alice,1397.4,Cash,WINTER15,0,REG100417,Cust 3231,32.5,10/31/2024,11-10-2024,Wendy,1397.4,10,Upper Medium
05-08-2024,West,Monitor,16,170.77,Store C,Retail,0.1,Frank,2459.088,Online,SAVE10,1,REG100418,Cust 9123,45.93,05-08-2024,5/14/2024,Wendy,0,6,High
08-05-2023,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,08-05-2023,8/14/2023,Sophie,2180.52,9,Medium
9/18/2023,West,Tablet,19,448.13,Store D,Wholesale,0,Alice,8514.47,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,9/18/2023,9/20/2023,Wendy,8514.47,2,Medium
3/27/2023,South,Laptop,8,7.81,Store D,Wholesale,0.1,Frank,56.232,Online,SAVE10,0,REG100423,Cust 1835,25.03,3/27/2023,3/29/2023,Sophie,56.232,2,Medium
03-08-2023,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,WINTER15,1,REG100424,Cust 8492,35.54,03-08-2023,3/17/2023,Eric,0,9,Upper Medium
9/16/2023,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,9/16/2023,9/26/2023,Ryan,2360.6965,10,Low
6/13/2023,South,Tablet,14,583.96,Store C,Retail,0,Diana,8175.44,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,6/13/2023,6/22/2023,Sophie,8175.44,9,Medium
11-05-2023,North,Desk,16,181.08,Store C,Retail,0.1,Carlos,2607.552,Online,WINTER15,0,REG100428,Cust 2559,39.84,11-05-2023,11-08-2023,Ryan,2607.552,3,Upper Medium
11/23/2024,South,Tablet,8,414.94,Store A,Wholesale,0,Alice,3319.52,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,11/23/2024,11/26/2024,Sophie,3319.52,3,High
02-09-2024,Central,Phone,16,442.22,Store B,Retail,0,Alice,7075.52,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,02-09-2024,2/18/2024,Cameron,7075.52,9,Medium
11/16/2023,Central,Printer,14,595.39,Store A,Wholesale,0.1,Bob,7501.914,Credit Card,SAVE10,0,REG100431,Cust 6668,9.51,11/16/2023,11/22/2023,Cameron,7501.914,6,Low
1/24/2025,Central,Monitor,6,175.3,Store A,Wholesale,0.15,Alice,894.03,Cash,SAVE10,1,REG100432,Cust 4315,17.92,1/24/2025,1/29/2025,Cameron,0,5,Lower Medium
05-06-2025,Central,Tablet,7,319.59,Store C,Wholesale,0.15,Carlos,1901.5605,Gift Card,WINTER15,1,REG100433,Cust 8000,8.47,05-06-2025,05-09-2025,Cameron,0,3,Low
5/17/2025,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.8275,Cash,FREESHIP,1,REG100434,Cust 7585,41.03,5/17/2025,5/27/2025,Eric,0,10,High
11/29/2023,Central,Laptop,17,538.08,Store A,Retail,0.05,Eva,8689.992,Debit Card,FREESHIP,0,REG100435,Cust 3127,19.61,11/29/2023,12-01-2023,Cameron,8689.992,2,Lower Medium
2/24/2023,South,Chair,16,187.84,Store A,Retail,0,Alice,3005.44,Credit Card,SAVE10,0,REG100436,Cust 4130,18.65,2/24/2023,2/26/2023,Sophie,3005.44,2,Lower Medium
6/15/2024,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online,FREESHIP,0,REG100438,Cust 8155,34.7,6/15/2024,6/22/2024,Eric,448.515,7,Upper Medium
10-02-2024,North,Tablet,19,385.72,Store A,Retail,0.05,Carlos,6962.246,Cash,SAVE10,1,REG100439,Cust 8852,12.46,10-02-2024,10-06-2024,Ryan,0,4,Lower Medium
06-03-2023,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,06-03-2023,6/13/2023,Wendy,146.799,10,High
5/20/2025,Central,Printer,19,322.31,Store B,Retail,0.15,Bob,5205.3065,Cash,FREESHIP,0,REG100442,Cust 6253,33.95,5/20/2025,5/22/2025,Cameron,5205.3065,2,Upper Medium
6/17/2023,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,6/17/2023,6/25/2023,Eric,2105.28,8,Lower Medium
1/28/2024,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online,FREESHIP,0,REG100446,Cust 4861,42.03,1/28/2024,02-05-2024,Wendy,7219.9,8,High
3/14/2023,Central,Chair,16,179.22,Store D,Retail,0.1,Alice,2580.768,Online,WINTER15,0,REG100447,Cust 7493,45.99,3/14/2023,3/17/2023,Cameron,2580.768,3,High
3/30/2025,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online,WINTER15,0,REG100449,Cust 9085,20.38,3/30/2025,04-06-2025,Cameron,6261.848,7,Medium
06-08-2025,West,Monitor,3,599.72,Store D,Retail,0.15,Alice,1529.286,Online,WINTER15,1,REG100451,Cust 8504,14.93,06-08-2025,6/14/2025,Wendy,0,6,Lower Medium
2/26/2024,West,Monitor,11,389.84,Store D,Wholesale,0,Alice,4288.24,Gift Card,SAVE10,1,REG100452,Cust 4164,10.24,2/26/2024,2/29/2024,Wendy,0,3,Lower Medium
10/30/2024,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online,SAVE10,0,REG100453,Cust 9592,18.07,10/30/2024,11-07-2024,Eric,4412.925,8,Lower Medium
8/19/2024,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash,SAVE10,1,REG100454,Cust 7450,8.1,8/19/2024,8/23/2024,Sophie,0,4,Low
7/30/2023,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online,FREESHIP,0,REG100455,Cust 4186,24.55,7/30/2023,08-09-2023,Cameron,475.479,10,Medium
8/13/2024,North,Monitor,16,64.03,Store A,Wholesale,0,Carlos,1024.48,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,8/13/2024,8/23/2024,Ryan,0,10,Lower Medium
11-04-2023,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,11-04-2023,11-12-2023,Ryan,2215.2195,8,Upper Medium
01-01-2024,South,Desk,3,599.42,Store A,Wholesale,0.1,Bob,1618.434,Online,SAVE10,0,REG100461,Cust 3394,48.02,01-01-2024,01-03-2024,Sophie,1618.434,2,High
01-02-2025,West,Laptop,1,374.33,Store B,Wholesale,0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,01-02-2025,01-12-2025,Wendy,374.33,10,Upper Medium
3/14/2024,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash,SAVE10,0,REG100463,Cust 6994,45.03,3/14/2024,3/21/2024,Ryan,6506.24,7,High
05-04-2024,West,Monitor,13,198.44,Store D,Wholesale,0,Carlos,2579.72,Cash,SAVE10,1,REG100464,Cust 9879,31.51,05-04-2024,05-09-2024,Wendy,0,5,Upper Medium
2/27/2025,South,Printer,12,384.2,Store A,Retail,0,Eva,4610.4,Cash,FREESHIP,0,REG100465,Cust 9069,38.99,2/27/2025,03-02-2025,Sophie,4610.4,3,Upper Medium
11/13/2024,Central,Phone,4,475.49,Store B,Wholesale,0.15,Frank,1616.666,Cash,WINTER15,0,REG100466,Cust 3712,11.6,11/13/2024,11/17/2024,Cameron,1616.666,4,Lower Medium
10/31/2023,West,Printer,6,202.97,Store C,Retail,0.1,Eva,1096.038,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,10/31/2023,11-10-2023,Wendy,1096.038,10,High
12/19/2023,Central,Tablet,18,135.23,Store C,Wholesale,0,Diana,2434.14,Online,WINTER15,1,REG100468,Cust 1623,46.1,12/19/2023,12/24/2023,Cameron,0,5,High
11/27/2023,South,Tablet,20,356.4,Store C,Wholesale,0.05,Diana,6771.6,Cash,FREESHIP,1,REG100469,Cust 3532,26.7,11/27/2023,12-03-2023,Sophie,0,6,Medium
8/15/2023,East,Laptop,3,294.72,Store C,Wholesale,0.05,Alice,839.952,Cash,SAVE10,0,REG100470,Cust 4712,45.33,8/15/2023,8/18/2023,Eric,839.952,3,High
1/16/2023,West,Phone,20,553.85,Store A,Retail,0,Frank,11077,Cash,WINTER15,0,REG100471,Cust 6211,33.21,1/16/2023,1/24/2023,Wendy,11077,8,Upper Medium
2/28/2025,Central,Tablet,13,81.17,Store D,Retail,0.1,Frank,949.689,Cash,SAVE10,1,REG100472,Cust 1222,48.21,2/28/2025,03-08-2025,Cameron,0,8,High
11/28/2023,West,Phone,2,532.51,Store B,Wholesale,0,Carlos,1065.02,Credit Card,WINTER15,1,REG100473,Cust 6208,49.67,11/28/2023,12-01-2023,Wendy,0,3,High
12-04-2023,West,Printer,1,268.19,Store B,Wholesale,0.1,Carlos,241.371,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,12-04-2023,12/13/2023,Wendy,241.371,9,Low
6/21/2024,South,Printer,17,432.65,Store A,Retail,0.15,Frank,6251.7925,Cash,FREESHIP,0,REG100475,Cust 1745,18.85,6/21/2024,6/29/2024,Sophie,6251.7925,8,Lower Medium
3/17/2025,East,Desk,14,123.04,Store A,Wholesale,0.1,Diana,1550.304,Cash,WINTER15,1,REG100476,Cust 2679,43.28,3/17/2025,3/26/2025,Eric,0,9,High
8/17/2023,Central,Desk,16,454.54,Store B,Retail,0.1,Bob,6545.376,Online,FREESHIP,0,REG100477,Cust 9907,20.55,8/17/2023,8/19/2023,Cameron,6545.376,2,Medium
8/30/2023,Central,Monitor,11,414.58,Store D,Wholesale,0.05,Diana,4332.361,Cash,WINTER15,0,REG100478,Cust 5750,25.33,8/30/2023,09-05-2023,Cameron,4332.361,6,Medium
6/16/2025,East,Phone,9,352.91,Store B,Wholesale,0.1,Bob,2858.571,Cash,FREESHIP,0,REG100479,Cust 5717,30.57,6/16/2025,6/18/2025,Eric,2858.571,2,Upper Medium
6/29/2023,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online,WINTER15,0,REG100480,Cust 7995,26.96,6/29/2023,07-09-2023,Ryan,1138.14,10,Medium
8/13/2023,North,Monitor,7,125.02,Store D,Wholesale,0,Carlos,875.14,Credit Card,FREESHIP,0,REG100481,Cust 5572,12.45,8/13/2023,8/20/2023,Ryan,875.14,7,Lower Medium
4/29/2024,West,Tablet,20,367.24,Store A,Wholesale,0.05,Carlos,6977.56,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,4/29/2024,05-07-2024,Wendy,6977.56,8,High
7/15/2023,West,Monitor,8,432.12,Store B,Retail,0,Diana,3456.96,Credit Card,WINTER15,0,REG100483,Cust 2641,42.1,7/15/2023,7/25/2023,Wendy,3456.96,10,High
1/17/2025,North,Tablet,3,13.33,Store D,Retail,0.1,Eva,35.991,Cash,SAVE10,0,REG100484,Cust 9769,17.62,1/17/2025,1/23/2025,Ryan,35.991,6,Lower Medium
2/21/2025,East,Printer,13,105.93,Store C,Retail,0,Bob,1377.09,Debit Card,FREESHIP,0,REG100485,Cust 1718,38.96,2/21/2025,03-03-2025,Eric,1377.09,10,Upper Medium
7/19/2023,West,Monitor,20,526.55,Store A,Wholesale,0,Alice,10531,Debit Card,FREESHIP,1,REG100486,Cust 1210,25.64,7/19/2023,7/26/2023,Wendy,0,7,Medium
9/29/2024,West,Phone,11,339.78,Store A,Retail,0.05,Diana,3550.701,Debit Card,WINTER15,1,REG100487,Cust 7710,11.56,9/29/2024,10-06-2024,Wendy,0,7,Lower Medium
10/17/2024,East,Laptop,10,91.75,Store D,Wholesale,0.15,Frank,779.875,Cash,WINTER15,0,REG100488,Cust 1428,37.27,10/17/2024,10/21/2024,Eric,779.875,4,Upper Medium
06-11-2025,East,Phone,15,13.66,Store B,Retail,0.1,Alice,184.41,Debit Card,FREESHIP,0,REG100489,Cust 2810,38.04,06-11-2025,6/17/2025,Eric,184.41,6,Upper Medium
1/19/2024,West,Desk,6,148.23,Store B,Retail,0.1,Eva,800.442,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,1/19/2024,1/29/2024,Wendy,800.442,10,Lower Medium
12-03-2023,East,Chair,11,495.03,Store D,Wholesale,0.15,Frank,4628.5305,Cash,WINTER15,0,REG100491,Cust 9602,27.37,12-03-2023,12-05-2023,Eric,4628.5305,2,Medium
6/19/2024,Central,Chair,6,247.2,Store A,Wholesale,0.05,Diana,1409.04,Credit Card,FREESHIP,0,REG100492,Cust 2546,18.75,6/19/2024,6/27/2024,Cameron,1409.04,8,Lower Medium
10/16/2024,West,Tablet,19,207.45,Store C,Retail,0.05,Bob,3744.4725,Debit Card,SAVE10,0,REG100493,Cust 5032,11.5,10/16/2024,10/21/2024,Wendy,3744.4725,5,Lower Medium
1/23/2025,East,Laptop,2,370.78,Store D,Wholesale,0.15,Diana,630.326,Online,FREESHIP,0,REG100494,Cust 4297,20.45,1/23/2025,1/27/2025,Eric,630.326,4,Medium
11-05-2023,East,Desk,12,159.85,Store D,Retail,0.1,Alice,1726.38,Cash,WINTER15,0,REG100496,Cust 4136,32.61,11-05-2023,11-07-2023,Eric,1726.38,2,Upper Medium
6/18/2023,South,Printer,13,181.68,Store C,Wholesale,0.05,Diana,2243.748,Gift Card,SAVE10,0,REG100497,Cust 7460,14.69,6/18/2023,6/23/2023,Sophie,2243.748,5,Lower Medium
7/15/2024,Central,Phone,16,34.16,Store A,Retail,0.15,Bob,464.576,Cash,SAVE10,0,REG100498,Cust 3960,36.33,7/15/2024,7/21/2024,Cameron,464.576,6,Upper Medium
6/14/2024,Central,Laptop,2,287.43,Store C,Wholesale,0.1,Diana,517.374,Cash,WINTER15,0,REG100499,Cust 5530,25.34,6/14/2024,6/23/2024,Cameron,517.374,9,Medium
2/27/2023,North,Laptop,1,430.61,Store B,Retail,0,Alice,430.61,Gift Card,WINTER15,0,REG100501,Cust 9641,14.53,2/27/2023,03-07-2023,Ryan,430.61,8,Lower Medium
7/31/2023,West,Laptop,5,508.05,Store D,Retail,0,Frank,2540.25,Credit Card,WINTER15,1,REG100502,Cust 9742,35.63,7/31/2023,08-09-2023,Wendy,0,9,Upper Medium
03-03-2023,West,Laptop,13,522.97,Store C,Retail,0.15,Carlos,5778.8185,Debit Card,FREESHIP,0,REG100503,Cust 1144,33.9,03-03-2023,03-10-2023,Wendy,5778.8185,7,Upper Medium
4/26/2023,South,Laptop,17,260.25,Store D,Wholesale,0.1,Frank,3981.825,Credit Card,SAVE10,0,REG100504,Cust 2936,23.26,4/26/2023,4/28/2023,Sophie,3981.825,2,Medium
10/19/2024,East,Phone,6,549.21,Store B,Retail,0.1,Eva,2965.734,Credit Card,WINTER15,1,REG100505,Cust 3035,12.29,10/19/2024,10/27/2024,Eric,0,8,Lower Medium
6/30/2024,Central,Printer,17,472.33,Store C,Retail,0.15,Carlos,6825.1685,Debit Card,WINTER15,0,REG100506,Cust 1717,22.63,6/30/2024,07-04-2024,Cameron,6825.1685,4,Medium
10-11-2024,West,Laptop,9,596.83,Store A,Retail,0,Eva,5371.47,Cash,WINTER15,0,REG100507,Cust 4456,6.43,10-11-2024,10/19/2024,Wendy,5371.47,8,Low
6/14/2025,Central,Monitor,15,154.04,Store D,Retail,0.1,Alice,2079.54,Cash,FREESHIP,1,REG100508,Cust 6435,24.53,6/14/2025,6/23/2025,Cameron,0,9,Medium
4/22/2024,West,Tablet,5,382.17,Store C,Wholesale,0,Diana,1910.85,Credit Card,FREESHIP,0,REG100510,Cust 6746,17.72,4/22/2024,4/25/2024,Wendy,1910.85,3,Lower Medium
11/15/2024,East,Monitor,10,98.24,Store C,Wholesale,0,Frank,982.4,Credit Card,FREESHIP,1,REG100515,Cust 1385,21.01,11/15/2024,11/17/2024,Eric,0,2,Medium
6/28/2024,Central,Laptop,6,227.6,Store D,Retail,0.05,Carlos,1297.32,Debit Card,FREESHIP,0,REG100516,Cust 1904,38.22,6/28/2024,07-05-2024,Cameron,1297.32,7,Upper Medium
2/26/2023,Central,Tablet,5,489.13,Store C,Retail,0.1,Diana,2201.085,Gift Card,FREESHIP,0,REG100518,Cust 9239,44.73,2/26/2023,03-04-2023,Cameron,2201.085,6,High
4/30/2024,South,Laptop,4,414.36,Store A,Retail,0,Bob,1657.44,Debit Card,FREESHIP,0,REG100519,Cust 5678,8.02,4/30/2024,05-07-2024,Sophie,1657.44,7,Low
06-02-2024,North,Chair,20,427.3,Store C,Wholesale,0.05,Frank,8118.7,Gift Card,FREESHIP,1,REG100522,Cust 9924,25.19,06-02-2024,06-08-2024,Ryan,0,6,Medium
09-01-2024,South,Laptop,16,588.92,Store D,Wholesale,0.15,Alice,8009.312,Cash,FREESHIP,0,REG100523,Cust 3887,7.89,09-01-2024,09-05-2024,Sophie,8009.312,4,Low
3/31/2025,South,Phone,1,476,Store A,Wholesale,0.15,Carlos,404.6,Cash,FREESHIP,0,REG100525,Cust 2290,18.95,3/31/2025,04-03-2025,Sophie,404.6,3,Lower Medium
07-05-2023,North,Chair,3,250.65,Store D,Retail,0.15,Eva,639.1575,Credit Card,SAVE10,0,REG100527,Cust 1726,44.46,07-05-2023,07-07-2023,Ryan,639.1575,2,High
10/24/2024,West,Monitor,19,301.17,Store D,Retail,0.05,Alice,5436.1185,Debit Card,WINTER15,0,REG100528,Cust 9874,5.71,10/24/2024,11-03-2024,Wendy,5436.1185,10,Low
04-08-2025,North,Chair,7,30.79,Store C,Retail,0.1,Bob,193.977,Cash,WINTER15,1,REG100529,Cust 1774,11.39,04-08-2025,4/16/2025,Ryan,0,8,Lower Medium
06-05-2024,East,Laptop,1,561.6,Store A,Wholesale,0.15,Alice,477.36,Debit Card,SAVE10,0,REG100530,Cust 2414,38.02,06-05-2024,06-10-2024,Eric,477.36,5,Upper Medium
1/23/2025,West,Phone,16,193.7,Store A,Retail,0.15,Bob,2634.32,Credit Card,SAVE10,0,REG100531,Cust 6534,6.83,1/23/2025,1/29/2025,Wendy,2634.32,6,Low
11-04-2024,Central,Tablet,17,310.03,Store D,Retail,0.05,Carlos,5006.9845,Online,FREESHIP,0,REG100532,Cust 3170,8.06,11-04-2024,11-12-2024,Cameron,5006.9845,8,Low
04-09-2024,Central,Printer,3,250.11,Store D,Wholesale,0,Alice,750.33,Gift Card,FREESHIP,0,REG100534,Cust 2670,36.35,04-09-2024,4/17/2024,Cameron,750.33,8,Upper Medium
1/17/2025,North,Desk,12,526.82,Store A,Retail,0,Frank,6321.84,Credit Card,WINTER15,0,REG100535,Cust 8949,29.75,1/17/2025,1/25/2025,Ryan,6321.84,8,Medium
9/22/2024,East,Chair,18,575.1,Store D,Wholesale,0,Bob,10351.8,Online,FREESHIP,0,REG100536,Cust 9748,35.32,9/22/2024,9/29/2024,Eric,10351.8,7,Upper Medium
1/20/2023,East,Monitor,8,325.52,Store C,Retail,0.1,Frank,2343.744,Debit Card,WINTER15,0,REG100537,Cust 1220,45.59,1/20/2023,1/25/2023,Eric,2343.744,5,High
01-12-2024,North,Monitor,14,157.14,Store A,Wholesale,0.15,Diana,1869.966,Gift Card,SAVE10,0,REG100538,Cust 5645,36.04,01-12-2024,1/22/2024,Ryan,1869.966,10,Upper Medium
04-08-2024,Central,Laptop,10,100.26,Store D,Wholesale,0.05,Carlos,952.47,Gift Card,SAVE10,0,REG100539,Cust 6577,36.71,04-08-2024,4/15/2024,Cameron,952.47,7,Upper Medium
